,0,1,2,3,4,5,6,7,8
0,0.5617638995392638,-0.26578155839296375,2.192325555451683,-1.1641231522664668,0.0,0.0,0.0,0.0,1.0
1,-0.9111720086360721,-1.190545621005438,-0.1447382569115574,-0.2964457143852973,0.0,0.0,0.0,0.0,1.0
2,-1.4021506446945173,-1.190545621005438,-0.1447382569115574,-0.3403911107889583,0.0,0.0,0.0,0.0,1.0
3,-0.4201933725776268,-0.26578155839296375,-0.043126786808807806,-0.33370376785796635,0.0,0.0,0.0,0.0,1.0
4,0.5617638995392638,-1.190545621005438,1.6842682049379352,-1.0446160881576225,0.0,0.0,0.0,0.0,1.0
5,0.5617638995392638,0.7206334417270086,-0.1447382569115574,-0.16460952517431482,0.0,0.0,0.0,0.0,1.0
6,-0.17470405454840415,-1.190545621005438,-0.8560185476308045,0.6513100013869871,0.0,1.0,0.0,0.0,0.0
7,-1.4021506446945173,0.7206334417270086,-0.246349727014307,-0.25563927486761234,0.0,0.0,0.0,0.0,1.0
8,-1.4021506446945173,1.4758574261938624,-0.246349727014307,-0.25563927486761234,0.0,0.0,0.0,0.0,1.0
9,-0.6656826906068495,-0.26578155839296375,-1.1608529579390532,1.263615857944661,0.0,0.0,0.0,0.0,1.0
10,0.8072532175684864,-0.26578155839296375,-0.1447382569115574,-0.14263682697248467,0.0,0.0,0.0,0.0,1.0
11,0.0707852634808185,0.4740296916970152,1.5826567348351857,-1.041827245693544,0.0,0.0,0.0,0.0,1.0
12,0.0707852634808185,-1.190545621005438,-0.5511841373225558,0.2162505769907451,0.0,1.0,0.0,0.0,0.0
13,1.0527425355977091,-0.21954335526234048,-0.043126786808807806,-0.20759958687354851,0.0,0.0,0.0,0.0,1.0
14,1.5437211716561543,-0.7281635896992009,-1.3640758981445524,2.3754343869572794,0.0,1.0,0.0,0.0,0.0
15,-0.17470405454840415,-1.190545621005438,-1.1608529579390532,1.3441824180180393,0.0,1.0,0.0,0.0,0.0
16,0.5617638995392638,0.3507278166820191,-0.1447382569115574,-0.16460952517431482,0.0,0.0,0.0,0.0,1.0
17,1.0527425355977091,-1.190545621005438,-0.5511841373225558,0.32367265708858267,0.0,1.0,0.0,0.0,0.0
18,-0.6656826906068495,-0.26578155839296375,-0.1447382569115574,-0.2744730161834669,1.0,0.0,0.0,0.0,0.0
19,-0.17470405454840415,-0.7281635896992009,-0.8560185476308045,0.6513100013869871,0.0,0.0,0.0,0.0,1.0
20,-0.9111720086360721,-0.26578155839296375,-0.7544070775280549,0.3874545171466738,0.0,0.0,0.0,0.0,1.0
21,-0.4201933725776268,-0.7281635896992009,-0.1447382569115574,-0.2525003179816366,0.0,0.0,0.0,0.0,1.0
